Date,EWL,EWT,EDEN,RSX,ENZL,EWJ,PLND,GXC,EWN,TUR,EUSA,QAT,EWD,EIS,EWG,EWC,EWH,EFNL,EWQ,EWA,EWM,EWK,PGAL,EWY,EWS,EWI,EIRL,EWU,PIN,EWP,KSA,THD,GREK,EPHE,VNM,UAE,EWO,EGPT,NORW,PAK,EWZ,EPU,ARGT,EWW,EZA,IDX,GXG,NGE,ECH
2018-05-02,32.4,33.94,64.82,18.61,44.37,58.08,17.49,104.64,30.31,33.77,52.81,15.53,29.75,47.82,31.04,26.8,24.35,39.18,30.91,20.4,32.46,19.55,11.42,71.75,25.49,31.04,45.35,32.86,24.6,30.99,28.87,93.02,10.04,32.84,17.12,15.07,23.32,38.93,13.13,11.61,38.72,41.77,33.19,47.57,55.28,21.38,10.22,21.17,50.68
2018-05-03,32.54,33.79,65.11,18.85,45.1,58.14,17.42,104.05,30.23,33.32,52.51,15.11,29.92,47.77,31.06,26.82,24.28,39.22,31.07,20.59,32.57,19.55,11.47,71.89,25.41,31.13,45.39,32.95,24.57,31.06,28.48,93.71,9.96,32.44,17.2,15.05,23.59,38.79,13.23,11.48,38.39,41.24,32.16,46.89,55.21,20.96,10.1,21.04,50.32
2018-05-04,32.57,34.1,64.96,19.02,45.3,58.56,17.33,105.14,30.43,33.13,53.07,15.27,30.06,48.05,31.22,27.01,24.23,39.42,31.03,20.62,32.65,19.58,11.48,71.75,25.29,31.32,45.72,33.03,24.45,31.15,28.77,93.68,9.81,32.64,17.36,15.08,23.31,38.16,13.23,11.48,38.41,41.44,31.94,46.33,56.03,20.85,10.16,21.15,49.99
2018-05-07,32.78,33.97,65.42,18.78,45.15,58.63,17.1,105.35,30.34,32.3,53.28,15.44,30.25,48.3,31.35,27.09,23.95,39.54,30.92,20.51,32.07,19.53,11.51,70.93,25.03,31.34,45.58,33.06,24.42,31.09,28.73,92.83,9.62,32.58,17.67,14.95,23.42,37.28,13.25,11.45,37.8,41.41,31.88,45.18,55.75,20.68,10.13,21.11,49.88
2018-05-08,32.72,34.27,65.76,18.96,44.88,58.81,17.02,106.64,30.42,31.08,53.26,15.35,30.53,48.38,31.24,27.06,24.3,39.79,30.82,20.42,32.29,19.62,11.5,70.81,24.98,30.9,45.9,33.04,24.4,31.06,28.58,91.76,9.71,32.73,17.75,14.85,23.16,38.04,13.22,11.37,37.81,41.07,30.83,45.14,55.62,20.38,9.99,21.03,49.13
2018-05-09,32.83,34.36,65.81,19.0,45.35,58.31,17.39,107.21,30.39,32.01,53.64,15.21,31.22,48.79,31.28,27.35,24.42,39.89,30.86,20.51,30.34,19.62,11.51,70.85,24.84,30.89,46.23,33.57,24.42,31.26,28.12,90.75,9.72,32.64,17.66,14.65,23.38,36.87,13.39,11.34,38.16,41.18,31.22,44.91,55.97,20.87,10.07,21.0,49.58
2018-05-10,32.85,35.04,66.37,19.49,45.14,58.65,17.83,109.06,30.61,33.26,54.11,15.26,31.49,49.07,31.56,27.71,24.7,40.0,31.14,20.76,30.88,19.65,11.62,72.4,25.19,30.79,46.49,33.63,24.57,31.52,28.37,91.63,9.75,33.3,17.59,14.75,23.57,36.49,13.53,11.41,39.46,41.72,31.6,46.11,57.66,21.49,10.26,21.07,50.87
2018-05-11,32.99,35.25,66.67,19.34,45.41,59.09,17.81,108.87,30.57,32.19,54.18,15.26,31.27,48.9,31.51,27.69,24.98,40.4,31.18,20.73,30.62,19.63,11.98,72.37,25.38,30.91,46.45,33.68,24.47,31.6,28.42,92.42,9.79,33.37,17.57,14.74,23.74,36.68,13.48,11.31,38.59,41.74,30.81,45.64,57.94,21.54,10.21,20.51,51.02
2018-05-14,33.0,35.43,66.48,19.41,45.03,59.42,17.74,109.85,30.75,31.89,54.1,15.39,31.1,49.25,31.46,27.85,25.11,40.18,31.2,20.77,32.38,19.59,12.03,71.92,25.17,30.94,46.66,33.74,24.32,31.55,28.9,92.65,9.61,33.24,17.86,14.68,23.61,36.05,13.37,10.76,38.32,41.41,30.09,45.0,57.6,21.32,10.27,20.47,50.54
2018-05-15,32.88,34.8,65.06,19.14,44.69,58.81,17.74,108.03,30.53,31.0,53.84,15.33,31.09,49.0,31.23,27.75,24.82,39.99,30.98,20.52,32.4,19.37,11.96,70.41,24.72,30.78,46.09,33.65,24.0,31.2,28.85,90.86,9.38,33.17,17.78,14.76,23.43,35.75,13.35,10.78,37.84,40.88,30.21,44.59,55.1,20.61,10.13,19.93,49.99
2018-05-16,32.94,35.23,65.12,19.5,44.4,58.99,17.33,110.23,30.55,31.52,54.17,15.37,30.99,49.69,31.2,27.89,24.87,40.09,30.96,20.71,32.69,19.4,12.01,71.1,25.0,30.07,46.22,33.78,24.24,30.79,28.76,90.86,9.15,33.63,17.58,14.92,23.23,36.12,13.49,10.83,38.25,41.0,30.88,44.88,56.57,20.87,10.0,20.23,50.21
2018-05-17,32.93,34.81,64.95,19.21,44.27,58.98,17.16,108.71,30.47,31.04,54.22,15.32,31.06,49.82,31.38,27.98,24.52,40.04,31.11,20.74,32.43,19.42,12.0,70.58,24.95,29.86,46.53,33.96,24.01,30.91,28.77,90.42,9.12,32.67,17.16,14.92,23.18,35.74,13.46,10.62,36.84,41.06,30.91,43.97,55.37,20.7,9.76,20.26,49.83
2018-05-18,32.87,34.67,64.76,19.21,44.59,58.83,16.87,108.31,30.42,31.02,54.16,15.3,31.11,49.82,31.26,27.81,24.51,40.01,31.05,20.59,32.16,19.39,11.98,70.46,24.72,29.47,46.66,33.83,23.68,30.57,28.73,89.88,8.96,32.5,17.24,14.67,23.05,35.74,13.45,10.45,36.1,40.79,30.79,43.25,53.83,20.11,9.68,20.44,49.56
2018-05-21,33.03,35.19,64.95,19.46,44.74,58.9,17.06,109.04,30.76,30.41,54.47,15.38,31.42,50.39,31.51,28.06,25.05,40.45,31.28,20.86,32.43,19.49,12.06,70.88,25.01,29.44,47.01,34.1,23.53,30.47,28.78,91.15,8.93,32.72,16.89,14.91,23.17,35.43,13.57,10.58,36.19,40.91,30.82,43.09,53.69,20.03,9.77,20.41,49.38
2018-05-22,32.97,35.14,64.98,19.39,44.47,58.76,17.1,108.66,30.8,30.07,54.47,15.46,31.31,50.28,31.47,27.92,25.03,40.45,31.3,20.71,32.49,19.54,12.07,71.16,24.91,29.61,46.81,34.12,23.6,30.67,28.86,91.26,9.24,32.56,16.23,14.98,23.22,35.4,13.52,10.85,37.11,41.1,30.65,43.7,55.11,20.28,9.91,20.27,50.01
2018-05-23,32.56,34.98,64.47,19.32,44.55,58.53,16.73,108.38,30.47,31.24,54.38,15.49,30.81,50.28,30.93,27.84,24.74,39.89,30.89,20.6,31.9,19.41,12.04,71.86,24.62,29.16,46.53,33.67,23.42,30.21,29.03,91.14,9.08,32.25,16.46,15.12,22.87,35.35,13.34,10.86,36.42,40.81,30.59,44.36,55.39,20.56,9.82,20.05,50.17
2018-05-24,32.57,35.01,64.14,19.29,44.71,58.18,16.75,108.0,30.42,29.57,54.35,15.37,30.68,50.65,30.68,27.64,24.66,39.84,30.96,20.63,31.25,19.37,11.91,70.94,24.84,28.94,46.84,33.47,23.56,30.14,28.93,89.74,8.92,32.58,16.23,15.03,22.64,35.09,13.28,10.76,35.95,40.96,30.53,43.74,55.13,21.13,9.93,19.5,49.22
2018-05-25,32.5,35.08,63.98,19.13,44.69,57.98,16.66,108.2,30.38,29.82,54.24,15.49,30.49,51.01,30.61,27.44,24.7,39.4,30.64,20.5,31.75,19.25,11.69,71.55,24.7,28.21,46.78,33.16,23.95,29.38,28.82,90.59,8.65,32.68,16.0,14.93,22.2,34.71,12.95,10.69,35.11,40.86,30.43,43.68,55.01,21.42,9.82,19.08,49.28
2018-05-29,32.0,34.54,61.54,18.77,44.3,57.6,16.07,106.44,29.58,31.45,53.7,15.75,29.43,49.89,29.65,27.03,24.43,38.42,29.68,20.22,30.82,18.68,11.12,70.15,24.37,26.57,45.5,32.6,23.86,27.77,29.01,88.4,8.25,31.89,15.81,14.89,21.72,35.4,12.76,10.85,33.3,40.22,29.15,42.45,52.45,21.52,9.82,18.89,48.12
2018-05-30,32.18,34.83,62.9,19.28,45.65,58.0,16.41,106.86,30.03,31.95,54.37,15.44,29.95,50.48,30.35,27.55,24.51,39.03,30.2,20.67,30.32,19.12,11.53,70.01,24.41,27.72,46.45,33.12,24.17,28.53,29.29,89.51,8.61,32.01,16.13,14.99,22.27,35.31,13.1,10.79,33.63,40.46,29.4,42.88,53.64,21.97,10.0,18.91,48.2
2018-05-31,31.81,34.63,63.19,18.99,45.48,57.61,16.38,107.47,29.85,30.6,53.94,16.07,29.62,50.47,30.08,27.43,24.62,39.3,30.21,20.48,30.57,19.12,11.54,69.64,24.23,27.91,46.8,33.0,24.21,28.41,29.65,89.63,8.68,32.13,16.43,15.01,22.2,34.41,13.11,10.8,33.57,40.42,29.1,42.42,53.12,21.81,10.0,18.72,47.88
2018-06-01,32.23,35.24,63.65,19.25,45.41,58.0,16.56,109.52,30.13,29.43,54.38,15.82,29.97,51.13,30.24,27.39,24.63,39.57,30.47,20.61,30.87,19.21,11.65,70.94,24.29,27.98,46.75,33.22,24.39,28.74,29.88,89.25,8.93,32.54,17.01,15.02,22.17,34.39,13.15,10.89,33.75,40.81,29.13,42.71,54.6,22.02,10.24,18.72,47.95
2018-06-04,32.24,35.83,64.17,19.44,45.64,58.35,16.77,111.09,30.3,29.71,54.58,16.17,30.05,51.36,30.41,26.89,24.75,39.86,30.55,20.74,30.94,19.39,11.78,71.23,24.55,27.93,46.83,33.2,24.1,29.02,30.33,88.92,8.98,32.33,17.39,15.08,22.07,33.71,13.26,11.03,34.33,40.94,29.76,42.7,55.75,22.26,10.28,18.56,48.8
2018-06-05,32.09,35.59,64.01,19.26,46.2,58.24,16.94,111.45,30.42,29.21,54.71,16.28,29.98,51.22,30.42,27.48,24.88,39.81,30.53,20.65,30.8,19.28,11.78,70.73,24.61,27.64,47.1,33.18,24.01,28.8,30.54,89.67,8.98,32.37,17.13,15.28,21.77,33.45,13.21,11.12,32.96,41.06,30.36,41.57,53.81,22.18,10.27,18.95,48.1
2018-06-06,32.21,36.35,64.21,19.34,46.57,58.49,17.18,112.77,30.71,29.55,55.11,16.28,30.25,51.6,30.88,27.62,25.12,40.19,30.81,20.94,31.52,19.39,11.95,71.92,24.68,27.95,47.55,33.49,24.58,29.44,30.42,90.75,9.07,32.87,17.43,15.49,22.21,32.6,13.42,11.27,32.5,41.53,30.46,41.98,54.92,22.46,10.25,19.57,48.27
2018-06-07,32.09,35.99,63.53,19.07,46.83,58.49,17.12,111.68,30.54,29.97,55.21,16.25,30.01,51.31,30.51,27.6,24.97,39.92,30.49,20.77,31.35,19.27,11.89,71.45,24.49,27.51,47.31,33.32,24.31,29.43,29.98,89.6,8.88,32.45,17.25,15.36,22.44,32.84,13.5,11.17,30.83,41.19,29.71,41.64,53.01,22.08,10.14,19.33,47.71
2018-06-08,32.11,35.6,63.35,18.91,47.26,58.67,17.15,111.43,30.62,29.82,55.42,16.27,30.18,52.18,30.61,27.72,24.85,40.27,30.62,20.77,31.42,19.25,11.9,70.93,24.34,27.27,47.23,33.36,24.51,29.36,29.72,89.29,8.83,32.43,17.22,15.3,22.46,32.88,13.56,11.21,32.18,41.11,30.12,42.65,53.0,21.85,10.1,19.33,48.26
2018-06-11,32.43,35.7,63.78,18.75,47.26,58.85,16.97,111.4,30.85,29.56,55.51,16.21,30.54,52.04,30.86,27.71,24.88,40.32,30.87,20.87,31.35,19.48,11.94,71.25,24.28,28.29,47.5,33.55,24.57,29.81,29.6,89.07,8.87,32.34,17.21,15.72,22.71,33.13,13.71,10.96,31.86,41.01,30.26,42.38,52.23,21.93,10.02,19.28,48.09
2018-06-12,32.39,35.45,63.3,18.7,47.2,58.48,16.89,111.81,30.68,28.76,55.7,16.04,30.6,52.3,30.73,27.68,24.72,39.91,30.57,20.6,31.03,19.47,11.97,70.57,24.13,28.1,47.71,33.31,24.63,29.7,29.68,89.08,8.77,32.21,16.82,15.7,22.55,33.09,13.63,10.79,32.2,41.04,30.08,42.51,51.42,21.77,10.06,19.51,47.98
2018-06-13,32.42,35.44,63.87,18.75,47.34,58.53,16.82,110.48,30.69,27.66,55.42,16.45,30.65,52.07,30.85,27.72,24.5,40.06,30.66,20.58,30.89,19.49,11.86,70.15,23.8,28.27,47.54,33.27,24.53,29.7,29.63,88.25,8.93,31.43,16.82,15.58,22.56,33.62,13.64,10.8,31.86,40.72,29.36,42.41,51.54,21.73,10.12,19.38,47.93
2018-06-14,32.31,34.98,63.52,18.61,47.24,58.47,16.66,110.64,30.39,27.48,55.61,15.96,30.6,51.72,30.98,27.64,24.39,39.72,30.66,20.38,30.97,19.35,11.78,69.25,23.37,28.2,47.5,33.37,24.43,29.44,29.64,87.24,8.97,31.21,16.74,15.47,22.35,33.59,13.55,10.82,30.8,40.37,28.74,42.59,51.42,21.61,10.06,19.33,47.81
2018-06-15,32.15,34.75,63.47,18.32,47.07,58.17,16.46,109.97,30.35,27.44,55.62,15.72,30.16,51.54,30.83,27.39,24.34,39.7,30.64,20.4,30.78,19.3,11.69,67.77,23.17,27.97,47.4,32.93,24.39,29.19,29.13,86.32,8.74,31.02,16.68,15.42,22.19,33.62,13.43,10.74,31.14,39.68,28.42,42.78,51.0,21.24,9.94,19.31,47.76
2018-06-18,31.79,34.26,62.99,18.24,46.94,57.74,16.0,108.85,30.17,27.47,55.57,15.69,29.81,51.53,30.36,27.5,24.16,39.2,30.31,20.58,30.55,19.1,11.68,66.97,22.91,27.82,46.84,32.77,24.25,28.9,29.3,84.45,8.84,30.5,16.21,15.04,21.92,33.51,13.41,10.69,30.7,39.54,27.39,42.89,49.39,20.66,10.01,19.31,47.2
2018-06-19,31.54,34.08,62.26,18.26,46.24,57.13,15.68,106.86,29.81,27.57,55.28,15.62,29.64,51.31,29.98,27.18,23.77,38.96,29.99,20.41,30.29,18.96,11.6,65.52,22.85,27.87,46.45,32.55,24.17,29.01,29.31,82.45,8.82,30.52,15.82,15.05,21.65,33.55,13.29,10.61,31.35,39.14,27.7,42.7,48.18,20.69,9.78,19.1,46.58
2018-06-20,31.72,34.47,63.0,18.47,46.38,57.15,15.92,106.77,29.85,27.65,55.54,15.62,29.71,51.71,29.95,27.33,23.92,38.83,29.79,20.61,30.15,18.98,11.6,66.0,22.75,27.82,46.56,32.57,24.22,28.97,29.4,83.28,8.75,30.07,16.09,14.96,21.49,33.75,13.23,10.39,31.18,38.94,27.81,43.36,48.9,20.86,9.7,19.13,46.58
2018-06-21,31.48,33.89,62.94,18.39,46.88,56.93,15.8,104.59,29.74,27.79,55.15,15.57,29.27,51.04,29.53,27.16,23.47,38.68,29.53,20.69,29.65,18.96,11.46,64.76,22.5,27.25,46.7,32.35,24.15,28.69,29.82,81.51,8.81,29.17,15.77,14.87,21.48,33.99,13.11,10.21,30.55,38.53,28.27,43.26,48.91,20.45,9.65,18.84,46.09
2018-06-22,32.05,34.07,63.55,18.78,47.11,57.22,16.04,105.59,30.04,28.47,55.33,15.68,29.59,51.19,29.81,27.42,23.7,38.81,29.88,20.98,29.7,19.16,11.73,65.72,22.51,27.59,46.81,32.89,24.36,29.0,29.84,81.74,8.94,29.24,16.06,14.95,21.76,34.01,13.33,10.1,30.7,38.78,28.43,44.03,50.24,20.47,9.73,18.85,46.17
2018-06-25,31.65,33.73,63.07,18.77,46.65,56.44,15.98,102.65,29.64,27.79,54.66,15.63,29.21,50.62,29.3,26.91,23.38,38.34,29.59,20.56,29.58,19.06,11.79,65.47,22.23,27.24,46.34,32.21,24.14,28.74,30.08,80.79,9.05,28.86,16.11,14.79,21.51,33.97,13.09,9.86,30.97,38.43,27.63,44.36,49.08,20.48,9.69,18.99,45.76
2018-06-26,31.67,33.69,62.36,18.57,46.66,56.77,15.85,102.37,29.49,28.17,54.74,15.38,29.03,50.65,29.19,27.11,23.46,38.46,29.49,20.71,29.39,19.06,11.78,65.23,22.37,27.15,46.08,32.32,24.05,28.71,30.22,80.84,8.97,28.72,16.06,14.77,21.45,33.93,13.15,10.07,30.81,38.34,27.59,44.43,48.57,20.09,9.78,19.0,45.41
2018-06-27,31.4,33.25,61.45,18.51,46.14,56.39,15.54,99.22,29.18,28.34,54.36,15.45,28.77,50.33,28.88,26.89,23.05,37.9,29.24,20.52,29.13,18.81,11.64,64.48,22.07,26.9,45.87,32.12,23.6,28.32,30.1,79.96,8.74,29.46,15.83,14.41,21.34,33.49,13.11,10.14,29.7,38.01,26.37,43.86,46.48,19.69,9.74,18.91,45.05
2018-06-28,31.46,33.39,61.41,18.76,45.94,56.46,15.38,100.13,29.22,28.92,54.36,15.6,28.74,51.04,28.74,27.04,23.28,37.89,29.26,20.8,29.34,18.85,11.76,64.56,22.24,27.05,45.63,32.34,23.53,28.47,29.96,79.67,8.67,29.23,15.64,14.46,21.38,34.24,13.19,10.21,30.56,37.65,26.7,45.12,48.07,19.38,9.78,19.42,44.74
2018-06-29,31.92,34.03,62.02,19.11,45.81,56.27,15.62,101.64,29.51,29.01,54.54,15.7,29.18,50.75,29.18,27.42,23.29,38.48,29.58,20.91,29.76,18.99,11.69,65.37,22.43,27.37,46.13,32.61,24.01,28.69,30.26,79.77,8.71,29.9,15.72,14.61,21.64,34.59,13.18,10.09,30.71,38.01,26.33,45.33,49.87,19.96,9.87,19.33,45.01
2018-07-02,31.79,33.75,61.89,18.95,45.28,55.38,15.31,100.07,29.37,28.92,54.44,15.93,29.0,50.76,29.03,27.27,22.97,38.1,29.4,20.63,29.48,18.93,11.64,63.94,22.04,27.14,45.82,32.22,23.91,28.59,29.76,79.88,8.73,29.98,15.47,14.53,21.44,34.19,13.07,10.02,30.54,37.61,25.94,44.19,49.29,19.73,9.82,19.07,44.69
2018-07-03,32.02,33.62,62.44,18.89,46.05,55.31,15.64,99.88,29.38,28.25,54.49,15.88,29.32,50.94,29.13,27.35,22.98,38.17,29.54,20.74,29.28,18.96,11.61,63.46,21.94,27.44,45.79,32.32,23.97,28.8,29.5,80.51,8.65,29.93,14.9,14.5,21.31,34.04,13.2,10.01,31.19,37.56,27.13,45.55,49.74,19.14,10.04,18.89,45.29
2018-07-05,32.34,33.36,62.65,19.31,46.62,55.22,15.97,99.21,29.73,29.5,54.86,15.88,29.5,51.08,29.63,27.42,23.01,38.24,30.07,20.97,29.45,19.2,11.84,63.32,22.21,27.86,46.66,32.67,23.74,29.71,29.28,79.05,8.79,29.95,14.87,14.63,21.65,33.65,13.44,9.85,30.94,37.4,27.36,47.72,50.46,19.55,10.03,19.02,44.59
2018-07-06,32.5,33.59,63.14,19.62,46.81,55.58,16.02,100.57,29.86,29.88,55.35,15.98,29.59,51.59,29.83,27.68,23.26,38.68,30.21,21.25,29.42,19.43,11.94,63.87,21.85,27.96,46.56,32.77,24.02,29.91,29.28,80.86,8.85,30.05,15.19,14.66,21.73,33.7,13.45,9.84,31.79,37.78,27.59,48.5,50.86,19.89,10.1,18.92,44.72
2018-07-09,32.68,34.34,63.66,19.98,46.74,56.35,16.2,102.61,30.0,28.87,55.76,16.03,29.86,51.89,30.0,27.82,23.62,39.07,30.37,21.43,29.51,19.49,12.12,64.8,22.12,28.12,46.83,33.05,24.31,30.08,29.88,81.29,8.88,30.05,15.23,14.78,21.87,33.05,13.58,9.64,32.14,38.55,27.95,48.48,52.41,20.3,10.03,19.16,45.48
2018-07-10,32.67,34.32,64.37,20.09,46.36,56.14,16.34,101.4,30.2,28.01,55.97,16.1,29.96,51.76,30.11,28.01,23.53,39.61,30.51,21.31,29.83,19.55,12.13,64.7,22.43,28.13,47.17,33.09,24.46,29.95,30.36,82.19,8.87,30.02,15.24,14.8,22.0,33.34,13.7,9.63,32.28,38.05,27.92,48.96,52.37,20.35,10.14,18.7,45.59
2018-07-11,32.27,33.67,63.37,19.37,45.8,55.36,15.97,99.75,29.73,26.13,55.49,16.18,29.25,51.52,29.49,27.62,23.24,38.85,29.96,20.79,29.54,19.34,11.97,63.39,22.01,27.49,46.45,32.46,24.35,29.31,29.73,81.27,8.72,30.3,15.03,14.71,21.47,33.45,13.41,9.54,31.37,37.19,27.48,48.47,50.62,20.19,9.95,18.67,45.02
2018-07-12,32.49,34.31,64.52,19.61,45.94,55.42,16.14,101.53,29.99,25.36,55.76,16.07,29.44,51.99,29.73,27.95,23.48,38.86,30.27,21.19,29.96,19.46,12.01,63.63,22.15,27.64,46.99,32.82,24.7,29.45,29.79,81.72,8.78,30.56,15.31,14.8,21.66,33.1,13.41,9.69,32.0,37.48,27.72,48.51,51.31,20.34,10.01,18.75,45.32
2018-07-13,32.62,34.43,64.56,19.6,45.71,55.93,16.15,101.49,30.07,25.57,55.83,16.04,29.46,51.87,29.81,27.96,23.5,38.64,30.4,21.11,30.16,19.44,11.94,63.91,22.04,27.76,47.27,32.86,24.66,29.29,30.01,81.62,8.85,30.73,15.4,14.86,21.76,33.08,13.16,9.77,32.63,37.71,27.88,48.33,51.01,20.36,10.04,18.67,45.18
2018-07-16,32.77,34.42,64.47,19.62,45.47,55.95,16.15,100.72,30.19,25.56,55.64,16.11,29.7,51.85,29.97,27.88,23.48,38.79,30.44,20.97,30.24,19.5,11.96,63.88,22.01,27.75,47.07,32.65,24.36,29.39,30.32,80.63,8.89,30.46,15.43,14.89,21.88,32.65,13.11,9.46,32.47,37.57,28.09,48.57,50.36,19.95,9.94,18.49,45.0
2018-07-17,32.71,34.57,65.16,19.59,45.66,56.45,16.25,100.82,30.13,26.4,55.86,16.19,29.7,51.93,30.16,27.82,23.44,39.23,30.43,20.89,30.53,19.51,11.95,64.21,22.09,27.86,46.56,32.49,24.75,29.27,30.54,81.1,8.89,30.81,15.67,14.96,21.77,32.72,13.08,9.31,33.36,38.14,28.53,48.66,51.29,20.15,10.0,18.39,45.5
2018-07-18,32.91,34.68,64.68,19.4,45.6,56.36,16.21,100.55,30.57,26.41,56.01,16.29,29.8,52.04,30.19,27.77,23.35,39.45,30.39,21.01,30.72,19.48,11.88,63.9,22.04,27.71,46.81,32.47,24.58,29.2,30.2,81.66,8.94,31.05,15.84,14.99,21.88,32.91,13.09,9.5,32.95,38.34,28.96,48.82,51.16,20.24,10.05,18.07,45.58
2018-07-19,32.98,34.66,64.76,18.81,44.99,56.37,16.04,98.77,30.51,26.47,56.02,16.28,29.91,51.72,30.02,27.73,23.22,39.14,30.24,20.89,30.58,19.46,11.79,63.0,22.11,27.55,46.21,32.33,24.4,29.16,30.43,81.77,8.89,30.65,15.69,15.13,21.8,32.47,12.97,9.65,33.06,37.88,28.85,48.18,49.92,19.98,9.97,18.74,44.88
2018-07-20,33.29,35.23,65.38,18.93,45.73,56.55,16.33,99.86,30.8,26.85,55.83,16.46,30.03,51.87,29.95,27.79,23.47,38.87,30.31,21.12,30.68,19.53,11.86,64.03,22.4,27.72,46.18,32.62,24.66,29.35,30.55,83.73,8.75,31.02,15.75,15.13,22.04,32.53,13.1,9.5,34.16,38.14,29.13,48.55,51.19,20.15,10.02,17.95,45.44
2018-07-23,33.27,35.0,65.24,18.93,45.1,56.83,16.43,99.49,30.77,27.48,55.83,16.27,30.11,51.78,29.98,27.68,23.47,38.87,30.15,20.92,30.71,19.58,11.9,62.73,22.29,27.52,46.24,32.48,24.75,29.42,30.11,83.37,8.67,30.71,15.57,14.96,22.01,32.52,13.08,9.41,33.85,38.17,28.78,48.83,50.25,20.18,9.9,17.89,45.08
2018-07-24,33.32,35.15,65.55,18.93,45.31,57.06,16.74,101.46,30.61,25.77,55.6,16.56,30.46,51.87,30.19,27.76,23.75,38.98,30.38,21.15,30.92,19.66,11.82,63.68,22.42,27.68,46.08,32.8,24.97,29.41,30.21,83.63,8.67,31.21,15.62,15.05,22.29,32.45,13.13,9.61,34.73,38.79,28.86,49.26,51.38,20.44,9.94,17.89,46.0
2018-07-25,33.61,35.53,66.64,19.36,46.04,57.43,17.09,103.12,30.93,27.45,55.92,16.47,30.86,52.81,30.44,28.01,24.0,39.54,30.7,21.22,31.33,19.86,12.03,64.41,22.89,27.85,46.53,32.85,25.14,29.58,30.45,85.54,8.8,32.06,15.91,15.36,22.59,32.27,13.33,9.81,35.6,39.37,29.45,49.89,52.33,20.85,9.86,17.88,46.5
2018-07-26,33.73,35.45,66.39,19.26,45.49,57.58,17.16,101.29,30.6,26.5,56.38,16.54,30.67,52.98,30.36,28.02,23.75,38.75,30.4,21.0,30.89,19.52,11.83,63.98,22.77,27.71,46.53,32.54,25.04,29.33,30.18,85.22,8.73,32.02,15.85,15.13,22.35,32.03,13.2,9.96,34.6,38.84,29.47,49.75,51.53,20.55,9.86,17.81,46.4
2018-07-27,33.83,35.63,66.26,19.25,45.76,57.75,17.09,100.82,30.69,26.88,55.95,16.5,30.6,52.22,30.42,27.93,23.68,38.68,30.55,21.12,31.04,19.66,11.9,64.28,22.7,27.82,46.15,32.61,25.21,29.57,30.08,85.75,8.66,32.15,15.84,14.99,22.45,31.69,13.27,10.07,35.19,39.02,29.21,49.88,52.06,20.78,9.92,17.99,46.09
2018-07-30,33.97,35.5,66.41,19.4,45.88,57.31,17.41,99.74,30.69,26.87,55.62,16.63,30.87,52.37,30.46,27.96,23.72,38.89,30.62,21.1,31.1,19.75,12.01,64.26,22.54,27.97,45.75,32.68,25.4,29.8,29.82,85.86,8.77,32.72,15.94,15.12,22.6,31.79,13.37,10.76,35.22,39.08,28.93,50.18,52.41,20.96,10.0,18.17,46.46
2018-07-31,34.0,35.73,65.88,19.63,45.73,56.88,17.34,100.07,30.68,27.08,56.01,17.05,30.92,52.38,30.48,28.09,23.82,38.61,30.74,21.2,31.54,19.68,11.93,64.93,22.83,28.3,45.87,32.92,25.7,29.85,30.11,86.46,8.88,32.47,16.2,15.16,22.73,32.77,13.38,10.5,34.59,39.33,28.92,49.99,53.01,20.57,9.94,18.24,47.14
2018-08-01,33.89,35.74,65.42,19.44,45.22,57.25,17.27,98.32,30.63,26.24,55.77,17.48,30.87,52.32,30.23,28.0,23.43,38.89,30.59,21.02,31.26,19.64,12.01,64.51,22.75,27.72,45.59,32.5,25.73,29.57,30.04,87.21,8.82,32.84,16.09,15.16,22.66,32.9,13.39,10.3,34.49,38.96,28.89,49.74,52.22,20.96,9.92,18.12,46.39
2018-08-02,33.92,35.35,65.47,19.09,45.1,56.93,17.03,96.99,30.61,25.69,55.96,17.49,30.53,51.72,29.79,28.08,23.07,38.41,30.38,20.96,31.12,19.47,11.86,63.1,22.37,27.27,45.68,32.15,25.57,29.26,30.17,86.16,8.75,32.6,15.93,15.26,22.38,32.94,13.26,10.19,34.72,37.9,28.26,49.19,50.7,20.87,9.74,18.02,46.1
2018-08-03,33.91,35.68,65.52,19.08,44.95,56.92,17.03,96.75,30.62,25.89,56.22,17.47,30.52,52.04,29.87,28.12,23.05,38.4,30.42,21.01,31.15,19.44,11.82,63.68,22.32,27.34,45.56,32.33,25.88,29.28,30.1,86.36,8.8,32.85,16.06,15.28,22.51,32.9,13.23,10.26,35.98,38.39,28.64,49.9,51.61,20.92,9.77,18.02,46.44
2018-08-06,33.79,35.62,64.86,18.98,45.1,56.49,16.98,96.06,30.57,23.96,56.4,17.54,30.34,52.14,29.76,28.22,23.16,38.3,30.25,21.0,31.06,19.37,11.93,63.4,22.4,27.25,45.51,32.1,25.74,29.11,29.94,84.91,8.73,32.96,15.96,15.18,22.42,32.53,13.22,10.27,35.48,37.9,28.67,49.93,50.82,21.17,9.78,18.19,45.72
